"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YKR095W","MLP1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspliced mRNAs; MLP1 has a paralog, MLP2, that arose from the whole genome duplication"
"YLR419w",NA,FALSE,FALSE,FALSE,FALSE,TRUE,1,NA,FALSE,NA
"YLR430W","SEN1",FALSE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",TRUE,"ATP-dependent 5' to 3' RNA/DNA and DNA helicase; subunit of the exosome-associated Nrd1p complex that mediates 3' end formation of snRNAs, snoRNAs, CUTs and some mRNAs; helicase-independent role in transcription-coupled repair; coordinates replication with transcription, associating with moving forks and preventing errors that occur when forks encounter transcribed regions; homolog of Senataxin, implicated in Ataxia-Oculomotor Apraxia 2 and a dominant form of juvenile ALS"
"YLR432W","IMD3",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD3 has a paralog, IMD4, that arose from the whole genome duplication"
"YML056C","IMD4",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD4 has a paralog, IMD3, that arose from the whole genome duplication"
"YNL002C","RLP7",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",TRUE,"Nucleolar protein similar to large ribosomal subunit L7 proteins; constituent of 66S pre-ribosomal particles; plays an essential role in processing of precursors to the large ribosomal subunit RNAs; binds junction of ITS2 and ITS2-proximal stem between the 3' end of 5.8S rRNA and the 5' end of 25S rRNA"
"YNL139C","THO2",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",FALSE,"Subunit of the THO complex; THO is required for efficient transcription elongation and involved in transcriptional elongation-associated recombination; required for LacZ RNA expression from certain plasmids"
"YNL253W","TEX1",TRUE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Protein involved in mRNA export; component of the transcription export (TREX) complex"
"YNL262W","POL2",TRUE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",TRUE,"Catalytic subunit of DNA polymerase (II) epsilon; a chromosomal DNA replication polymerase that exhibits processivity and proofreading exonuclease activity; participates in leading-strand synthesis during DNA replication; also involved in DNA synthesis during DNA repair; interacts extensively with Mrc1p"
"YOL115W","PAP2",TRUE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of TRAMP; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; required for mRNA surveillance and maintenance of genome integrity, serving as a link between RNA and DNA metabolism; overlapping but non-redundant functions with Trf5p; relocalizes to cytosol in response to hypoxia"
"YOR048C","RAT1",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",TRUE,"Nuclear 5' to 3' single-stranded RNA exonuclease; involved in RNA metabolism, including rRNA and snoRNA processing, as well as poly (A+) dependent and independent mRNA transcription termination; required for cotranscriptional pre-rRNA cleavage; displaces Cdk1p from elongating transcripts, especially as RNAPII reaches the poly(A) site, negatively regulates phosphorylation of the CTD of RNAPII, and inhibits RNAPII transcriptional elongation"
"YOR168W","GLN4",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",TRUE,"Glutamine tRNA synthetase; monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Gln); N-terminal domain proposed to be involved in enzyme-tRNA interactions"
"YOR354C","MSC6",FALSE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",FALSE,"Multicopy suppressor of HER2 involved in mitochondrial translation; mutant is defective in directing meiotic recombination events to homologous chromatids"
"YPL169C","MEX67",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",TRUE,"Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP"
"YPL212C","PUS1",TRUE,FALSE,FALSE,FALSE,TRUE,1,"nonclassicalRBD",FALSE,"tRNA:pseudouridine synthase; introduces pseudouridines at positions 26-28, 34-36, 65, and 67 of tRNA; also acts on U2 snRNA; also pseudouridylates some mRNAs, and pseudouridylation level varies with growth phase; nuclear protein that appears to be involved in tRNA export; PUS1 has a paralog, PUS2, that arose from the whole genome duplication"
"YPL217C","BMS1",TRUE,FALSE,FALSE,FALSE,TRUE,1,"unknownRBD",TRUE,"GTPase required for ribosomal subunit synthesis and rRNA processing; required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p"
"YCR088W","ABP1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Actin-binding protein of the cortical actin cytoskeleton; important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; inhibits barbed-end actin filament elongation; phosphorylation within its Proline-Rich Regio, mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences; mammalian homolog of HIP-55 (hematopoietic progenitor kinase 1 [HPK1]-interacting protein of 55 kDa)"
"YOL086C","ADH1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Alcohol dehydrogenase; fermentative isozyme active as homo- or heterotetramers; required for the reduction of acetaldehyde to ethanol, the last step in the glycolytic pathway; ADH1 has a paralog, ADH5, that arose from the whole genome duplication"
"YDR226W","ADK1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Adenylate kinase, required for purine metabolism; localized to the cytoplasm and the mitochondria; lacks cleavable signal sequence; protein abundance increases in response to DNA replication stress; mutations affecting Adk1p catalytic activity deregulate expression of phosphate utilization genes PHO5 and PHO84; human homolog AK1 can complement yeast adk1 mutant"
"YDL175C","AIR2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"RNA-binding subunit of the TRAMP nuclear RNA surveillance complex; involved in nuclear RNA processing and degradation; involved in TRAMP complex assembly as a bridge between Mtr4p and Trf4p; stimulates the poly(A) polymerase activity of Pap2p in vitro; has 5 zinc knuckle motifs; AIR2 has a paralog, AIR1, that arose from the whole genome duplication; Air2p and Air1p have nonredundant roles in regulation of substrate specificity of the exosome"
"YOR335C","ALA1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Cytoplasmic and mitochondrial alanyl-tRNA synthetase; required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog AARS; mutations in human homolog AARS are associated with autoimmune disease polymyositis/dermatomyositis"
"YOR374W","ALD4",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Mitochondrial aldehyde dehydrogenase; required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed; can substitute for cytosolic NADP-dependent aldehyde dehydrogenase when directed to the cytosol; human homolog ALDH2 can complement yeast ald4 mutant"
"YPL195W","APL5",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Delta adaptin-like subunit of the clathrin associated protein complex; functions in transport of alkaline phosphatase to the vacuole via the alternate pathway; suppressor of loss of casein kinase 1 function; the clathrin associated protein complex is also known as AP-3"
"YER036C","ARB1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"ATPase of the ATP-binding cassette (ABC) family; involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p; human homolog ABCF2 can complement yeast ARB1 mutant"
"YGL105W","ARC1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein that binds tRNA and methionyl- and glutamyl-tRNA synthetases; involved in tRNA delivery, stimulating catalysis, and ensuring localization; also binds quadruplex nucleic acids; protein abundance increases in response to DNA replication stress; methionyl-tRNA synthetase is Mes1p; glutamyl-tRNA synthetase is Gus1p"
"YDL192W","ARF1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"ADP-ribosylation factor; GTPase of the Ras superfamily involved in regulation of coated vesicle formation in intracellular trafficking within the Golgi; ARF1 has a paralog, ARF2, that arose from the whole genome duplication; arf1 arf2 double null mutation is complemented by human ARF1, ARF4, ARF5, or ARF6"
"YJR065C","ARP3",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity"
"YMR116C","ASC1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation"
"YDR299W","BFR2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Component of the SSU and 90S preribosomes; involved in pre-18S rRNA processing; binds to U3 snoRNA and Mpp10p; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock"
"YER177W","BMH1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of exocytosis, vesicle transport, Ras/MAPK and rapamycin-sensitive signaling, aggresome formation, spindle position checkpoint; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress; antiapoptotic gene similar to human 14-3-3; BMH1 has a paralog, BMH2, that arose from whole genome duplication"
"YMR014W","BUD22",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition, and affects budding pattern"
"YML111W","BUL2",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Component of the Rsp5p E3-ubiquitin ligase complex; involved in intracellular amino acid permease sorting, functions in heat shock element mediated gene expression, essential for growth in stress conditions; BUL2 has a paralog, BUL1, that arose from the whole genome duplication"
"YOR276W","CAF20",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Phosphoprotein of the mRNA cap-binding complex; involved in translational control; repressor of cap-dependent translation initiation; competes with eIF4G for binding to eIF4E"
"YAL021C","CCR4",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening"
"YJL008C","CCT8",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"
"YAL038W","CDC19",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication"
"YOL139C","CDC33",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"mRNA cap binding protein and translation initiation factor eIF4E; the eIF4E-cap complex is responsible for mediating cap-dependent mRNA translation via interactions with translation initiation factor eIF4G (Tif4631p or Tif4632p); protein abundance increases in response to DNA replication stress; mutants are defective for adhesion and pseudohyphal growth; human homolog EIF4E can complement yeast cdc33 null mutant"
"YDL132W","CDC53",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Cullin; structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation; human homolog CUL1 can complement yeast cdc53 null mutant"
"YDR301W","CFT1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"RNA-binding subunit of the mRNA cleavage and polyadenylation factor; involved in poly(A) site recognition and required for both pre-mRNA cleavage and polyadenylation, 51% sequence similarity with mammalian AAUAA-binding subunit of CPSF"
"YLR330W","CHS5",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Component of the exomer complex; the exomer which also contains Csh6p, Bch1p, Bch2p, and Bud7, is involved in the export of select proteins, such as chitin synthase Chs3p, from the Golgi to the plasma membrane; interacts selectively with the activated, GTP-bound form of Arf1p; Chs5p is the only protein with a BRCT domain that is not localized to the nucleus"
"YHR146W","CRP1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Protein that binds to cruciform DNA structures; CRP1 has a paralog, MDG1, that arose from the whole genome duplication"
"YMR180C","CTL1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"RNA 5'-triphosphatase, localizes to both the nucleus and cytoplasm; CTL1 has a paralog, CET1, that arose from the whole genome duplication"
"YOR042W","CUE5",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination; CUE5 has a paralog, DON1, that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog, can complement yeast null mutant, rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q"
"YDR482C","CWC21",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein involved in RNA splicing by the spliceosome; component of a complex containing Cef1p; interacts genetically with ISY1 and BUD13; may bind RNA; has similarity to S. pombe Cwf21p"
"YMR173W","DDR48",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress"
"YKL054C","DEF1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"RNAPII degradation factor; forms a complex with Rad26p in chromatin, enables ubiquitination and proteolysis of RNAPII present in an elongation complex; mutant is deficient in Zip1p loading onto chromosomes during meiosis"
"YDR440W","DOT1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Nucleosomal histone H3-Lys79 methylase; methylation is required for telomeric silencing, meiotic checkpoint control, and DNA damage response"
"YLL018C","DPS1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids with human that when mutated cause leukoencephalopathy characterized by hypomyelination with brain stem and spinal cord involvement and leg spasticity (HBSL)"
"YDR206W","EBS1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein involved in translation inhibition and nonsense-mediated decay; interacts with cap binding protein Cdc33p and with Nam7p; localizes to P-bodies upon glucose starvation; mRNA abundance regulated by mRNA decay factors; EBS1 has a paralog, EST1, that arose from the whole genome duplication"
"YEL015W","EDC3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Non-essential conserved protein with a role in mRNA decapping; specifically affects the function of the decapping enzyme Dcp1p; mediates decay of the RPS28B mRNA via binding to both Rps28Bp (or Rps28Ap) and the RPS28B mRNA; mediates decay of the YRA1 mRNA by a different, translation-independent mechanism; localizes to cytoplasmic mRNA processing bodies; forms cytoplasmic foci upon DNA replication stress"
"YAL003W","EFB1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants"
"YOR133W","EFT1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Elongation factor 2 (EF-2), also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT1 has a paralog, EFT2, that arose from the whole genome duplication"
"YMR031C","EIS1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic, non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog, YKL050C, that arose from the whole genome duplication"
"YLR186W","EMG1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Methyltransferase for rRNA; methylates pseudouridine 18S rRNA residue 1191; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independent of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and equivalent yeast mutation affects Emg1p dimerization and localization but not methyltransferase activity; human EMG1 complements lethality of null and ts mutant"
"YHR174W","ENO2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Enolase II, a phosphopyruvate hydratase; catalyzes conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression induced in response to glucose; ENO2 has a paralog, ENO1, that arose from the whole genome duplication"
"YMR219W","ESC1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Protein involved in telomeric silencing; required for quiescent cell telomere hypercluster localization at nuclear membrane vicinity; interacts with PAD4-domain of Sir4p"
"YDR365C","ESF1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Nucleolar protein involved in pre-rRNA processing; depletion causes severely decreased 18S rRNA levels"
"YKL060C","FBA1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Fructose 1,6-bisphosphate aldolase; required for glycolysis and gluconeogenesis; catalyzes conversion of fructose 1,6 bisphosphate to glyceraldehyde-3-P and dihydroxyacetone-P; locates to mitochondrial outer surface upon oxidative stress; N-terminally propionylated in vivo"
"YLR342W","FKS1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Catalytic subunit of 1,3-beta-D-glucan synthase; functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling; FKS1 has a paralog, GSC2, that arose from the whole genome duplication"
"YFL022C","FRS2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Alpha subunit of cytoplasmic phenylalanyl-tRNA synthetase; forms a tetramer with Frs1p to form active enzyme; evolutionarily distant from mitochondrial phenylalanyl-tRNA synthetase based on protein sequence, but substrate binding is similar"
"YAL035W","FUN12",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"
"YBL016W","FUS3",FALSE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Mitogen-activated serine/threonine protein kinase involved in mating; phosphoactivated by Ste7p; substrates include Ste12p, Far1p, Bni1p, Sst2p; inhibits invasive growth during mating by phosphorylating Tec1p, promoting its; inhibits recruitment of Ste5p, Cdc42p-mediated asymmetry and mating morphogenesis"
"YHR089C","GAR1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Protein component of the H/ACA snoRNP pseudouridylase complex; involved in the modification and cleavage of the 18S pre-rRNA"
"YGL195W","GCN1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"
"YMR255W","GFD1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Coiled-coiled protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; protein abundance increases in response to DNA replication stress"
"YCL040W","GLK1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Glucokinase; catalyzes the phosphorylation of glucose at C6 in the first irreversible step of glucose metabolism; one of three glucose phosphorylating enzymes; expression regulated by non-fermentable carbon sources; GLK1 has a paralog, EMI2, that arose from the whole genome duplication"
"YER122C","GLO3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; shares functional similarity with Gcs1p"
"YCL035C","GRX1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Glutathione-dependent disulfide oxidoreductase; hydroperoxide and superoxide-radical responsive, heat-stable, with active site cysteine pair; protects cells from oxidative damage; GRX1 has a paralog, GRX2, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"
"YOR185C","GSP2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization, RNA processing and transport; interacts with Kap121p, Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog, GSP1, that arose from the whole genome duplication"
"YMR290C","HAS1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles"
"YJL033W","HCA4",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis"
"YBR009C","HHF1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF2); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"
"YPL116W","HOS3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Trichostatin A-insensitive homodimeric histone deacetylase (HDAC); specificity in vitro for histones H3, H4, H2A, and H2B; similar to Hda1p, Rpd3p, Hos1p, and Hos2p; deletion results in increased histone acetylation at rDNA repeats"
"YMR186W","HSC82",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Cytoplasmic chaperone of the Hsp90 family; plays a role in determining prion variants; redundant in function and nearly identical with Hsp82p, and together they are essential; expressed constitutively at 10-fold higher basal levels than HSP82 and induced 2-3 fold by heat shock; contains two acid-rich unstructured regions that promote the solubility of chaperone-substrate complexes; HSC82 has a paralog, HSP82, that arose from the whole genome duplication"
"YLL026W","HSP104",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Disaggregase; heat shock protein that cooperates with Ydj1p (Hsp40) and Ssa1p (Hsp70) to refold and reactivate previously denatured, aggregated proteins; responsive to stresses including: heat, ethanol, and sodium arsenite; involved in [PSI+] propagation; protein becomes more abundant and forms cytoplasmic foci in response to DNA replication stress; potentiated Hsp104p variants decrease TDP-43 proteotoxicity by eliminating its cytoplasmic aggregation"
"YFL014W","HSP12",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Plasma membrane protein involved in maintaining membrane organization; involved in maintaining organization during stress conditions; induced by heat shock, oxidative stress, osmostress, stationary phase, glucose depletion, oleate and alcohol; protein abundance increased in response to DNA replication stress and dietary restriction; regulated by the HOG and Ras-Pka pathways; required for dietary restriction-induced lifespan extension"
"YDR225W","HTA1",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Histone H2A; core histone protein required for chromatin assembly and chromosome function; one of two nearly identical subtypes (see also HTA2); DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair; acetylated by Nat4p; N-terminally propionylated in vivo"
"YDR224C","HTB1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB2; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation"
"YGL253W","HXK2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1, GLK1, induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p, phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle, mitochondrial function, oxidative stress resistance, chronological lifespan; has paralog HXK1"
"YDR343C","HXT6",FALSE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"High-affinity glucose transporter; member of the major facilitator superfamily, nearly identical to Hxt7p, expressed at high basal levels relative to other HXTs, repression of expression by high glucose requires SNF3; HXT6 has a paralog, HXT1, that arose from the whole genome duplication"
"YEL034W","HYP2",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",TRUE,"Translation elongation factor eIF-5A; required for translation of proteins containing polyproline stretches, including Bni1p, and this leads to a requirement for mating projection formation; structural homolog of bacterial EF-P; undergoes an essential hypusination modification; HYP2 has a paralog, ANB1, that arose from the whole genome duplication; human EIF5A complements the inviability of the yeast hyp2 anb1 double null mutant"
"YNL308C","KRI1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",TRUE,"Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p"
"YNL239W","LAP3",TRUE,TRUE,FALSE,FALSE,FALSE,1,"unknownRBD",FALSE,"Cysteine aminopeptidase with homocysteine-thiolactonase activity; protects cells against homocysteine toxicity; has bleomycin hydrolase activity in vitro; transcription is regulated by galactose via Gal4p; orthologous to human BLMH"
"YPL055C","LGE1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"nonclassicalRBD",FALSE,"Protein of unknown function; null mutant forms abnormally large cells, and homozygous diploid null mutant displays delayed premeiotic DNA synthesis and reduced efficiency of meiotic nuclear division"
"YDL051W","LHP1",TRUE,TRUE,FALSE,FALSE,FALSE,1,"classicalRBD",FALSE,"RNA binding protein required for maturation of tRNA and U6 snRNA; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen"
